DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,9OAUBF01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,99HL9F01,25354,"TELEVISOR SMART 32"" UN32J4290 SAMSUNG        "
20200515,57462801,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200515,57462801,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200515,9999HN01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,38014801,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,03975201,20599,ROTEADOR RE160 300 MBPS NOVO (05)            
20200515,9OH5Z601,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,9O459201,25538,SMARTPHONE SAMSUNG GAL J6 64GB PRETO         
20200515,99I2FX01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,51620401,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200515,YZ0KOD01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200515,YZ360601,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200515,YZ0YLI01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200514,79095901,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,9NZVWH01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,9O2BUJ01,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200514,99FXAZ01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,99L85501,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,99KJZC01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,00641301,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200514,03975201,26632,SMARTPHONE MOTOROLA MOTO G8 64GB BLUE        
20200514,9OGFTY01,26630,TABLET NB316 M7S 16GB QUAD CORE PRETO        
20200514,07490201,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,72563601,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,99JPWM01,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,97348301,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200514,YZ281201,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200514,YZ0IQ101,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200513,000ZG501,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200513,YZ232501,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200513,YZ0YLI01,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200513,YYYH2301,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200513,9NZKYV01,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200513,74608401,22616,CELULAR RIU-I R200 DB PRETO-AZUL             
20200513,9O63B101,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200513,99EZHY01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200513,20220701,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200513,17149801,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200513,9O459201,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
