DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,05992701,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200515,99N75M01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,99BVQZ01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,99MPDC01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,72754901,26571,SMARTPHONE SAMSUNG GAL A20S 32GB AZUL        
20200515,80943101,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,9OI7IL01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,9ONGI101,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200515,9ONGI101,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200515,99GYYD01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,68007101,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,70910401,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200514,99EYOL01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,9O4ZII01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,99BG6U01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200514,9O6UGM01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,9OR8VZ01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,83880301,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,YZ0UT101,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200514,YZ284001,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,YZ207401,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,YZ214701,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,YZ214701,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200513,YZ259501,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,99JQNX01,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200513,03201701,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200513,9O1IUP01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,9OECM501,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,9OQUML01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,99EBQ401,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200513,9OJZ2E01,25440,SMARTPHONE SAMSUNG GALAXY J810M  64GB PRATA  
20200513,82565401,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200512,45176001,26606,SMARTPHONE LG K50S 32GB AZUL                 
20200512,9ODRN601,26524,SMARTPHONE LG K12 MAX PRETO                  
