DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,39376101,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200515,33684101,25435,TABLET NB732 MINI MS50X PRETO                
20200515,99KV4X01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200514,99I46F01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200514,80996701,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200514,91878101,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200514,99C88701,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200514,81708601,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200514,99PQ8W01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200514,99C1SE01,25727,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRATA    
20200514,9O46KV01,25582,SMARTPHONE LG K11 PLUS DB DOURADO            
20200513,9OR46901,25873,SMARTPHONE LG K12 PLUS PLATINUM              
20200513,9OCSIT01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200513,99BS5I01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200512,73375801,26582,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   
20200512,99D7V901,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200512,99EZAM01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200512,99EZAM01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200512,99CDFZ01,25728,SMARTPHONE SAMSUNG GAL J4 CORE 16GB PRETO    
20200512,84102901,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200512,98404901,26587,SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB VIOL 
20200512,9NZ8YX01,21255,CELULAR BLU TANK II T193 DB PRETO VERMELHO   
20200511,00989501,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200511,20782401,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200511,01006901,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200511,01006901,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200511,99INS801,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200511,03345601,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200511,99I47E01,25172,SMARTPHONE LG K9 TV LM-X210BMW PRETO         
20200511,99E8SQ01,26327,"TELEVISOR SMART 55"" 55P8M 4K UHD BLT SEMP TCL"
20200511,99PKPB01,26572,SMARTPHONE SAMSUNG GAL A20S 32GB VERMELHO    
20200511,YYYUG801,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200510,82549901,26635,CELULAR SEMP GO 1E 2G COM BASE PRETO         
20200510,73663401,26574,SMARTPHONE SAMSUNG GAL A30S 64GB BRANCO      
20200509,9ODDWB01,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200509,99K8PI01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200509,33684101,25239,TABLET NB710 MS60 PRETO/PRATA MULTILASER     
20200509,80691101,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200508,27978601,26606,SMARTPHONE LG K50S 32GB AZUL                 
20200508,99D3ZE01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200508,99H1AD01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200508,9NZ02801,26527,SMARTPHONE LG K40S LMX430 BMW PRETO          
20200508,70438201,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200508,99DXZ201,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200507,30361901,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200507,9OHLB001,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200507,99PRFK01,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200507,28738601,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200506,9OEOH201,26579,SMARTPHONE MOTOROLA MOTO E6 PLAY 32GB CINZA  
20200506,9OF7XK01,25435,TABLET NB732 MINI MS50X PRETO                
20200506,69789201,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200506,69789201,15713,SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  
20200506,69789201,25242,PEN DRIVE MC163 2X1 LEITOR USB SD 32GB       
20200506,06099801,26582,SMARTPHONE MOTOROLA MOTO G8 PLAY 32GB VERM   
20200506,9OEDMA01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200505,72768701,26724,SMARTPHONE SAMSUNG GAL A51 128GB AZUL        
20200505,99ABNU01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200505,69789201,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200505,9O52OQ01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200505,80996701,25729,SMARTPHONE SAMSUNG GAL J4 CORE 16GB COBRE    
20200504,9ORB8U01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200504,9ORB8U01,22617,CELULAR RIU-I R200 DB PRETO-VERMELHO         
20200504,99CKS701,26585,SMARTPHONE MOTOROLA MOTO ONE MACRO 64GB AZUL 
20200504,OO86VE01,22617,CELULAR RIU-I R200 DB PRETO-VERMELHO         
20200504,99BXWA01,21256,CELULAR BLU TANK II T193 DB PRETO AZUL       
20200503,06099801,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200502,99G6HX01,26573,SMARTPHONE SAMSUNG GAL A30S 64GB PRETO       
20200502,99I0VT01,25441,SMARTPHONE SAMSUNG GALAXY J810M  64GB VIOLETA
