DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200515,61397001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200515,08452501,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200515,9ORDKP01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200514,99IR1501,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200514,999Z4A01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200514,999Z4A01,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200514,999Z4A01,19526,RADIO RECEPTOR 2 FXS RM PF25 PT              
20200514,999Z4A01,21029,ANTENA 1.70 MT MULTIPONTO CENTURY            
20200514,999Z4A01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200514,999Z4A01,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200514,999Z4A01,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200514,99MGFV01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200514,9O1B2Q01,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200514,9OHIP701,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,YZ218701,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,YYZU7901,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,FFOUL801,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,9NYQJP01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,99DRER01,26243,SUPORTE UNIV. BEDIN BU-25                    
20200513,9OIRUT01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,99BJIX01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,86108301,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200513,36597001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200512,99KP7C01,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200512,99COWZ01,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200512,9OK6P901,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200512,9O335O01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200512,99N7A701,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200512,53787301,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200512,YZ181101,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200511,9O7GK001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200511,9OJLKY01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200511,9O8JB001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200511,99KLXP01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200511,99LDHX01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200510,43715601,25671,SMARTPHONE LG K11 PLUS DB PRETO              
20200510,43715601,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200509,39102701,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200509,55541001,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200509,22565401,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200509,90813901,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200508,YYYLLK01,25998,"TELEVISOR 43"" 43S6500FS FULL HD SEMP TCL     "
20200508,YZ0XV401,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200508,99DRER01,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200508,99GXVW01,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200508,00094601,19525,RADIO RECEPTOR 2 FXS RM PFT22AC              
20200508,99GXVW01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200507,YZ0WS101,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200507,YZ0WIP01,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
