DATA_COMPRA,COD_CLIENTE,COD_PRODUTO,NOME_PRODUTO
20200321,61832201,19690,RADIO RECEPTOR 5 FXS RM PF34                 
20200321,61832201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200320,9ODZJ501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200320,19522501,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200319,99HHUK01,25250,SMARTPHONE SAMSUNG GAL J6 64GB DB VIOLETA    
20200319,9NZLIN01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200319,9NZLIN01,19690,RADIO RECEPTOR 5 FXS RM PF34                 
20200318,11750101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200318,00379201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200318,49018401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200317,96346201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200317,01124501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200317,9OH52M01,26548,SMARTPHONE SAMSUNG GAL A10S 32GB VERMELHO    
20200317,9OH52M01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200316,05634801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200316,9NYG7I01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200316,99M8ZA01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200316,85636901,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20200316,85636901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200316,9OA62K01,25186,"TELEVISOR SMART 55"" 4K UN55NU7100 SAMSUNG    "
20200316,YZ0ERN01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200315,87837401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,99JJQR01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,999MT201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,02920801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,08858801,25730,SMARTPHONE SAMSUNG GAL J4 CORE 16GB AZUL     
20200314,99F6TU01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,9OGH7U01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200314,19424001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200313,43156001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200313,999MT201,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200313,999MT201,21855,CELULAR BLU JENNY 2.8 T276 DB PRETO-VERMEL   
20200313,49018401,25726,SMARTPHONE SAMSUNG GAL J2 CORE 16GB PRETO    
20200313,18611501,24911,"TELEVISOR SMART 43"" S3900FS SEMP TCL         "
20200313,9OLUYC01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200312,9O2ZSR01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200312,14641501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200312,01643301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200312,05210801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200311,39526001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200311,80814801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200311,9O2QRJ01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200311,9O92J901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200311,17748101,26635,CELULAR SEMP GO 1E 2G COM BASE PRETO         
20200311,00704901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200310,07344801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200310,9O1APM01,25193,SMARTPHONE SAMSUNG GAL J6 32GB PRATA         
20200310,9O6WPX01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200310,08039301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200310,01177301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200309,50134501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200309,20203801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200309,01128001,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200309,10050501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200309,49264801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200309,999F5J01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200308,21160801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,17270901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,9OO4J101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,99865301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,99D9OE01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,20267401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,9OMH2301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,00668201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200307,21160801,19526,RADIO RECEPTOR 2 FXS RM PF25 PT              
20200307,YYYN3I01,25441,SMARTPHONE SAMSUNG GALAXY J810M  64GB VIOLETA
20200306,21084601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200306,21084601,26635,CELULAR SEMP GO 1E 2G COM BASE PRETO         
20200306,41767801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200306,99DN8Y01,26528,SMARTPHONE LG K40S LMX430 BMW AZUL           
20200306,95326501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,9O0EIF01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,00596401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,9O0Z8O01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,01128001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200305,99CM9S01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200304,90175201,26575,SMARTPHONE SAMSUNG GAL A30S 64GB VIOLETA     
20200304,01955701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200304,YZ07R801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200303,09893601,25189,"TELEVISOR SMART 55"" 4K QN55Q6FNA SAMSUNG     "
20200303,09893601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200303,96439001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200303,54221601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200303,14998401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200303,20342201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200302,73259201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200302,68240901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200302,01496301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200302,89978501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200302,03329901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200302,48148701,26325,"TELEVISOR SMART 43"" 43S5300 HD BLUET SEMP TCL"
20200229,20203801,26324,"TELEVISOR SMART 32"" 32S5300 HD BLUET SEMP TCL"
20200229,84229001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200229,9O6RLT01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200229,44682301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,98056201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,9NYPRU01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,99M7OY01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,22394801,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20200228,64021701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,59195701,26424,CAIXA AMPLIFICADA MCO-09 MULTI CONNECT       
20200228,99FGOG01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200228,10710101,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200227,99DHHN01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200227,00449101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200227,87328501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200227,56984901,26243,SUPORTE UNIV. BEDIN BU-25                    
20200227,56984901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200227,99DRLO01,26431,CAIXA DE SOM SK-05 VIBE PLUS SPEAKER BIVOLT  
20200226,20734801,25355,"TELEVISOR SMART 43"" UN43J5290 SAMSUNG        "
20200226,96403901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200226,59195701,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200226,46242001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200222,99HJPO01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200222,64021701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200221,22257701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200221,9O41A701,25884,CAIXA AMPLIFICADA MCO-07 MULTI CONNECT       
20200221,9O41A701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200221,48815101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200221,99MG0U01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200221,90289601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200220,65599601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200220,01576201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200219,77947401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200219,90175201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200219,19179301,24851,TABLET NB706 MINI MS50L PRETO/GRAFIT         
20200219,99I3Z301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200219,99QJXT01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200219,YYZRU201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200218,13144901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200218,25587301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200218,40465601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200217,9OC11501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200217,99F0M001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200217,99835801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200217,50746701,26424,CAIXA AMPLIFICADA MCO-09 MULTI CONNECT       
20200217,9O0Z8O01,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200217,47911601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200216,99K8EV01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200215,26085201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200215,69688801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200215,9OADRX01,25737,"TELEVISOR SMART 32"" PTV32 G50SN LED PHILCO   "
20200214,00641201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200214,9NZVTZ01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200214,89236601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200214,21579001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200214,99KX3Z01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200214,999L0W01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200213,YYZX0H01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200213,9OLGZU01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200213,06767301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200213,13257501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200212,999GEQ01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200212,49617701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200212,89978501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200212,59195701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200212,99EE6K01,23431,MINI SYSTEM PH1700BT PHILCO                  
20200211,9OFUIV01,26570,SMARTPHONE SAMSUNG GAL A20S 32GB PRETO       
20200211,YYZV9Z01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200210,99FCDB01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200210,90441701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200210,57383501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200210,57383501,23777,RADIO RECEPTOR RM-PUSM81AC USB               
20200210,58724601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200210,99I9FV01,26545,SMARTPHONE SAMSUNG GAL A10S 32GB AZUL        
20200210,9OHQV901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200209,99MPB101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200208,14641501,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200208,99A75Y01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200208,9NYGBI01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200208,86410701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200208,99O6ZG01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200207,51481001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200207,99F3SZ01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200207,50702201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200207,85636901,22620,CELULAR RIU-I R200 DB BRANCO-ROSA            
20200207,63794201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200206,35236701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200206,22859701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200205,YYZRU201,23777,RADIO RECEPTOR RM-PUSM81AC USB               
20200205,57788101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200205,05637201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200205,9O0RFR01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200205,05781101,19690,RADIO RECEPTOR 5 FXS RM PF34                 
20200205,05781101,19526,RADIO RECEPTOR 2 FXS RM PF25 PT              
20200204,09893601,25366,TABLET NB728 MINI MS40G PRETO                
20200204,99HT5R01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200204,99HT5R01,25995,"TELEVISOR 24"" S1300 L1850 HD LED SEMP TCL    "
20200204,82956001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200204,99I5V201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200204,99DC2N01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200204,YYZRJI01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,13427801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,63177801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,64971301,25676,SMARTPHONE MOTOROLA MOTO G7 PLAY XT1952-5 DR 
20200203,99HK0J01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,99HK0J01,25546,"TELEVISOR SMART 32"" TC32FS600B PANASONIC     "
20200203,04354101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,64246301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200203,48456101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200202,77281001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200201,999H2901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200201,99DC2N01,23802,BOOMBOX BX-19 BIVOLT UP DYNAMIC              
20200201,9OD18G01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200131,14562501,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200131,92396101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200131,YYZP4201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200130,47911601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200130,21628901,26583,SMARTPHONE MOTOROLA MOTO G8 PLUS 64GB AZUL SF
20200130,54317301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200129,26190601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200129,9NY7HL01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200128,9ONXU401,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200128,10963701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200128,16891901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200128,00704901,25579,SMARTPHONE SAMSUNG GAL J6 PLUS 32GB PRATA    
20200127,07958001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200127,21628901,21647,DVD D-15 KARAOKE MONDIAL                     
20200127,99DFXO01,26003,SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  
20200127,19723101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200127,19723101,26590,RADIO PORTATIL TR04B C/CD/BLUETOOTH SEMP     
20200127,99HBNH01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200125,9NZT7U01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200124,01177301,23777,RADIO RECEPTOR RM-PUSM81AC USB               
20200124,45243601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200124,YYZL4101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200123,18322301,26326,"TELEVISOR SMART 50"" 50P8M 4K UHD BLT SEMP TCL"
20200123,18322301,21653,SUPORTE TV UNIVERSAL LCD/LED 10 A 71 SBRUB750
20200122,02809701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200122,99DECD01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200122,45819001,25303,"TELEVISOR SMART 32"" TC32FS500B PANASONIC     "
20200122,45819001,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200122,21160801,15712,SUPORTE PRETO TV LCD 10 A 55 ART.SBRP120     
20200121,60435601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200121,9OLWYU01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200120,02834301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200120,12549301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200118,02965401,23777,RADIO RECEPTOR RM-PUSM81AC USB               
20200118,99FNSZ01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200117,00223901,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200116,02562701,25545,"TELEVISOR SMART 40"" TC40FS600B PANASONIC     "
20200116,999EPB01,15713,SUPORTE PRETO TV LCD 10 A 55 BR ART SBRP130  
20200116,9ORBXL01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200116,YYZGCI01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200116,YYZGV301,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200114,08495101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200114,64664701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200114,09572101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200113,89848201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200113,9O45ET01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200111,9O607201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200111,9ODHPH01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200111,02772101,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200110,02562701,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200110,9O41A701,25582,SMARTPHONE LG K11 PLUS DB DOURADO            
20200110,49157001,25996,"TELEVISOR 32"" 32S6500S HD LED SEMP TCL       "
20200110,18101601,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200109,99CM2X01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200109,9O41A701,23725,AUTO RADIO DVH7880                           
20200109,9O0RFR01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200109,17956401,26003,SMARTPHONE SAMSUNG GAL A20  A205 32GB PRETO  
20200109,99KPJP01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200108,22394801,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200108,57788101,21854,CELULAR BLU JENNY 2.8 T276 DB PRETO-AZUL     
20200108,YYZANL01,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
20200107,28859201,23777,RADIO RECEPTOR RM-PUSM81AC USB               
20200107,28859201,19729,PEN DRIVE 8GB PD587 TWIST PRETO              
20200107,28859201,19524,RADIO RECEPTOR 7 FXS RM PFT73AC              
